Code,Description
5183, Sewer—Cleaning of Building Connections Using Portable Equipment & Drivers National
5183, Sprinkler Installation & Drivers Texas
5183, Steam Pipe or Boiler Insulating & Drivers National
5183, Thermostat Installation—Pneumatic & Drivers Texas
5183, Water Softening Systems Installation and Service & Drivers Texas
5188, Automatic Sprinkler Installation & Drivers National
5188, Sprinkler Installation & Drivers National
5190, Air Conditioning Systems—Heating and/or Cooling—Portable Units—Installation and Service Window Units & Drivers Texas
5190, Airport Runway Lighting Installation & Drivers Texas
5190, Antenna Maintenance—Radar & Drivers Texas
5190, Appliance Repair—Commercial & Drivers Texas
5190, Cable Installation & Drivers. National
5190, Cathodic Protection System Installation by Contractor & Drivers Texas
5190, Electrical Wiring & Drivers Texas
5190, Electrical Wiring—Within Buildings & Drivers Oregon
5190, Electrical Wiring—Within Buildings & Drivers. National
5190, Kitchen Equipment/Appliance Repair—Commercial & Drivers Texas
5190, Lightning Rod Installation or Erection & Drivers Texas
5190, Satellite Dish Installation—Applies to Ground or Roof Mounted Installations—Auxiliary Wiring Within Buildings & Drivers National
5190, Sewing Machines—Commercial—Electrical Wiring—Away From Shop & Drivers National
5190, Television Antennae Erection—Not Towers & Drivers Texas
5190, Thermostat Installation—Electric & Drivers Texas
5190, Traffic Signal Control Installation & Drivers Texas
5191, Automatic Door Control Installation Texas
5191, Computer and Data Processing Services—Maintenance and Repair Texas
5191, Computer—Device Installation Inspection Service or Repair National
5191, Door Controls Installation Texas
5191, Electronic Bank Equipment Installation & Service Texas
5191, Electronic Medical Equipment Service & Repair Texas
5191, Garage Door Opener Installation Texas
5191, Heating & Air Conditioning Sensor & Control—Installation & Repair Texas
5191, Medical Instrument Repair and Service Texas
5191, Office Machine Installation Inspection Adjustment or Repair. National
5191, Office Machine or Appliance Installation Inspection Adjustment or Repair Oregon
5191, Office Machine or Appliance Installation Inspection Adjustment or Repair Texas
5191, Parking Control Systems Installation and Service Texas
5191, Photo Identification Camera Installation Texas
5191, Piano—Tuning—Away From Shop National
5191, Scales—Installation or Adjustment—Counter Type National
5191, Scales—Installation or Adjustment—Counter Type Texas
5191, X-Ray Equipment Installation & Repair—Portable Texas
5191, X-Ray Equipment—Installation Service & Repair National
5192, Coffee Service Companies—All Operations & Salespersons Drivers National
5192, Ice Machines—Sales Rental Installation and Service & Drivers Texas
5192, Parking Meter Installation Service or Repair & Salespersons Drivers National
5192, Pinball Machine—Installation Service or Repair & Salespersons Drivers National
5192, Scales—Installation or Adjustment—Coin Operated Type & Salespersons Drivers National
5192, Scales—Installation or Adjustment—Coin-Operated Type & Drivers Texas
5192, Vending or Coin Operated Machines—Installation Service or Repair & Route Salespersons Drivers Florida
5192, Vending or Coin Operated Machines—Installation Service or Repair & Salespersons Drivers. National
5192, Vending or Coin-Operated Machines—Installation Service or Repair & Drivers Texas
5192, Video Game—Installation Service or Repair & Salespersons Drivers National
5200, Cable Tension System Installation—For Concrete Slabs & Drivers Texas
5200, Concrete or Cement Work—Floors Driveways Sidewalks Curbs and Gutters & Drivers Texas
5200, Concrete Pumping or Placing—For One-Story Buildings & Drivers Texas
5200, Concrete Sawing—Driveways & Sidewalks & Drivers Texas
5200, Curb & Gutter Construction & Drivers Texas
5200, Fiberglass Swimming Pool Installation and Hookup & Drivers Texas
5200, Foundation Repair—House Leveling & Drivers Texas
5200, House Leveling—Foundation Repair & Drivers Texas
5200, Parking Areas and Driveways—Construction—Concrete—All Operations & Drivers Texas
5200, Swimming Pool Construction—All Operations & Drivers Texas
5203, Concrete Construction—Bridges & Drivers Texas
5203, Concrete Sawing—Bridges & Drivers Texas
5213, Building Cleaning—Exterior—Chemical Process & Drivers Texas
5213, Cable Tension System Installation—Commercial & Drivers Texas
5213, Chimney Construction—Not Metal & Drivers Texas
5213, Cleaning Building Exteriors—Water Blasting or Sandblasting & Drivers Texas
5213, Cleaning or Renovating Building Exteriors National
5213, Cleaning or Renovating Building Exteriors & Drivers Texas
5213, Concrete Construction NOC National
5213, Concrete Construction NOC Missouri
5213, Concrete Construction NOC Utah
5213, Concrete Construction NOC & Drivers Texas
5213, Concrete Construction—Erection of Precast and Prestressed Structural Concrete Products or Tilt-Up Wall Sections—Buildings One and Two Stories in Height & Drivers Texas
5213, Concrete Construction—Private Residences—Monolithic National
5213, Concrete Culvert Construction Not Over 10’ High & Drivers Texas
5213, Concrete Grain Bin Construction & Drivers Texas
5213, Concrete Pumping or Placing NOC & Drivers Texas
5213, Concrete Sawing NOC & Drivers Texas
5213, Concrete Water Tank Erection & Drivers Texas
5213, Fabricating Setting Up or Taking Down Forms in Connection With Concrete Construction NOC Work Kansas
5213, Grain Bin Erection—Concrete & Drivers Texas
5213, Guniting—All Operations & Drivers Texas
5213, Guniting—Not Chimneys—All Operations. National
5213, Plastic Coating of Roofs—Spray Method & Drivers Texas
5213, Roof Decking Installation—By Subcontractor—Aggregate Material & Drivers Texas
5213, Satellite Dish Installation—Applies to Ground or Roof Mounted Installations—Installation of Concrete Mounting Pad National
5213, Silo Erection—Concrete National
5213, Silo Erection—Precast Concrete Staves National
5213, Smokestack or Chimney Lining—Not Metal & Drivers Texas
5213, Tank Erection or Repair—Concrete & Drivers Texas
5213, Wrecking—Building or Structures—Not Marine—All Operations—Concrete or Concrete-Encased Buildings or Structures National
5215, Concrete Construction—Private Residences—Not Monolithic National
5215, Concrete Work—Incidental to the Construction of Private Residence National
5220, Artificial Turf Installation & Drivers Texas
5220, Asphalt Application on Parking Areas & Drivers Texas
5220, Parking Areas and Driveways—Construction—Asphalt—All Operations & Drivers Texas
5220, Parking Lot Striping—By Specialty Contractor & Drivers Texas
5220, Tennis Court Surfacing or Coating—Asphalt & Drivers Texas
5220, Turf—Artificial—Installation & Drivers Texas
5221, Concrete or Cement Work—Floors Driveways Yards or Sidewalks & Drivers National
5221, Monuments—Cemetery—Erection Exclusively & Drivers National
5221, Parking Lot Striping Montana
5221, Paving or Repaving Floors Driveways Yards or Sidewalks & Drivers. National
5221, Silo Erection—Concrete Foundations & Drivers Missouri
5221, Stone and Brick Paver Installation—Outside National
5222, Chimney Construction—Not Metal. National
5222, Concrete Construction in Connection With Bridges or Culverts National
5222, Smokestack or Chimney Lining—Not Metal National
5223, Swimming Pool Construction Installation or Repair—Not Iron or Steel—Drivers Florida
5223, Swimming Pool Construction—Not Iron or Steel—All Operations & Drivers Alaska
5223, Swimming Pool—Construction—Not Iron or Steel & Drivers National
5223, Swimming Pool—Construction—Not Iron or Steel & Drivers Oregon
5348, Ceramic Tile Installation—Inside Texas
5348, Ceramic Tile Indoor Stone Marble or Mosaic Work National
5348, Glass Block Installation—Interior Texas
5348, Marble or Stone Setting—Inside Texas
5348, Mosaic Stone Terrazzo or Tile Work—Inside Texas
5348, Stone or Marble Setting—Inside Texas
5348, Stone Mosaic Terrazzo or Tile Work—Inside Texas
5348, Terrazzo Mosaic Stone or Tile Work—Inside Texas
5348, Tile Installation—Ceramic—Inside Texas
5348, Tile Stone Mosaic or Terrazzo Work—Inside Texas
5402, Greenhouse Erection—All Operations National
5402, Greenhouse—Erection—All Operations Oregon
5402, Hothouse Erection—All Operations National
5403, Aluminum Awning Erection & Drivers Texas
5403, Apartment Buildings and Motels—Erection—Wood Frame & Drivers Texas
5403, Bridge Building—Wood Frame & Drivers Texas
5403, Carpentry NOC Oregon
5403, Carpentry NOC & Drivers Texas
5403, Carpentry—Construction of Residential Dwellings Exceeding Three Stories in Height or Commercial Buildings and Structures National
5403, Carpentry—Construction of Residential Dwellings Exceeding Three Stories in Height or Commercial Buildings and Structures Alaska
5403, Carpentry—Construction of Residential Dwellings Exceeding Three Stories in Height or Commercial Buildings and Structures Florida
5403, Carpentry—Dwellings & Drivers Texas
5403, Carpentry—NOC National
5403, Carpentry—Private One- or Two-Family Residences & Drivers Texas
5403, Deck Construction—Wooden & Drivers Texas
5403, Iron or Steel—Erection—Steel Frame—Interior—Light Gauge Steel—By Other Carpentry Contractors Florida
5403, Military Reservation Carpentry—Construction of Residential Dwellings Exceeding Three Stories in Height or Commercial Buildings and Structures Montana
5403, Scaffold Erection: All Types Oregon
5403, Scaffolding Montana
5403, Siding Installation—All Types—All Other Buildings or Structures—Including Residential Dwellings Exceeding Three Stories in Height National
5403, Siding Installation—Aluminum or Vinyl & Drivers Texas
5403, Siding Installation—Construction of Residential Dwellings Exceeding Three Stories in Height or Commercial Buildings and Structures Florida
5403, Silo Erection—Wood National
5403, Stage Construction by Contractor—Wood Tennessee
5403, Wooden Deck Construction & Drivers Texas
5403, Wrecking—Building or Structures—Not Marine—All Operations—Wooden Buildings or Structures Including Those Designed for Dwelling Occupancy National
5437, Carpentry—Installation of Cabinet Work or Interior Trim National
5437, Carpentry—Installation of Cabinet Work or Interior Trim Florida
5437, Carpentry—Installation of Cabinet Work or Interior Trim Hawaii
5437, Carpentry—Installation of Cabinet Work or Interior Trim Oregon
5437, Carpentry—Installation of Cabinet Work or Interior Trim South Dakota
5437, Carpentry—Installation of Cabinet Work or Interior Trim & Drivers Texas
5437, Carpentry—Installation of Finished Wooden Flooring & Drivers Texas
5437, Ceilings—Suspended Stapled or Cemented—Installation & Drivers Texas
5437, Drywall Installation—Within Buildings & Drivers Texas
5437, Floor Covering—Installation of Finished Wooden Flooring & Drivers Texas
5437, Floor Installation Sanding or Scraping—Wood Floors National
5437, Floor Installation Sanding or Scraping—Wood Floors Hawaii
5437, Floor Installation Sanding or Scraping—Wood Floors Oregon
5437, Floor Installation Sanding or Scraping—Wood Floors South Dakota
5437, Floor Sanding and Finishing—Wood & Drivers Texas
5437, Formica Cabinet and Countertop Installation & Drivers Texas
5437, Paneling Installation & Drivers Texas
5437, Sheetrock Installation & Drivers Texas
5437, Wallboard Installation—Within Building & Drivers Texas
5437, Weatherstrip Installation—Metal Only & Drivers Texas
5443, Lathing & Drivers. National
5445, Iron or Steel—Erection—Steel Frame—Interior—Light Gauge Steel—By Contractors Engaged in Wallboard Installation & Drivers Florida
5445, Sheetrock Installation—Within Buildings & Drivers Florida
5445, Wallboard Installation—Within Buildings & Drivers Florida
5445, Wallboard Sheetrock Drywall Plasterboard or Cement Board Installation Within Buildings & Drivers Oregon
5445, Wallboard Sheetrock Drywall Plasterboard or Cement Board Installation—Within Buildings & Drivers National
5462, Glazier—Away From Shop & Drivers National
5472, Asbestos Removal Operations—Contractor—Pipe and Boiler Work Exclusively & Drivers National
5473, Asbestos Removal Operations—Contractor—NOC & Drivers National
5474, Caulking Interior of Buildings & Drivers Texas
5474, Lining Metal Tanks With Plastic & Drivers Texas
5474, Painting NOC & Drivers Texas
5474, Painting NOC & Shop Operations Drivers National
5474, Painting NOC & Shop Operations Drivers Oregon
5474, Painting—Oil Field Tanks—Not Elevated & Drivers Texas
5474, Painting—Ship Interiors and Top Structures & Drivers Texas
5474, Painting—Water Tanks—Not Elevated & Drivers Texas
5474, Plastering NOC & Drivers Texas
5474, Taping Floating and Texturing—No Sheetrock Installation & Drivers Texas
5474, Waterproofing—Roofs of Mobile Homes Arizona
5474, Waterproofing—Roofs of Mobile Homes and Single Family Residences & Shop Operations & Drivers Florida
5474, Weatherstrip Installation—Caulking and Foam Strips—Inside & Drivers Texas
5478, Floor Covering Installation—Resilient Flooring—Carpet and Laminate Flooring National
5479, Acoustical Material Installation & Drivers Texas
5479, Asbestos Insulation Removal From Buildings & Drivers Texas
5479, Fiberglass Insulation—Installation in Buildings or Within Building Walls & Drivers Texas
5479, Insulation Removal from Buildings & Drivers Texas
5479, Insulation Work NOC & Drivers National
5479, Insulation Work NOC & Drivers Hawaii
5479, Insulation Work NOC & Drivers Texas
5480, Plastering NOC & Drivers National
5491, Automobile Glass Tinting—No Other Operations & Drivers Texas
5491, Glass Tinting—All Kinds & Drivers Texas
5491, Paper Hanging & Drivers Texas
5491, Paperhanging & Drivers National
5491, Tinting—Glass for Automobiles or Within Buildings & Drivers Texas
5491, Window Tinting—Automotive or Buildings & Drivers Texas
5505, Paving or Road Surfacing or Scraping NOC & Yards Drivers Missouri
5506, Airport Construction—Paving & Drivers National
5506, Airport Runway Construction & Drivers Texas
5506, Asphalt Works Operated by Road Paving Contractors—Temporary Location & Drivers National
5506, Asphalt Works—Operated by Road Paving Contractors—Temporary Location & Drivers Texas
5506, Concrete Sawing—Street or Road & Drivers Texas
5506, Drainage System Construction as Part of a Highway Construction Contract & Drivers Texas
5506, Flagging Services Montana
5506, Guard Rail Installation Along Streets or Highways & Drivers Texas
5506, Mowing Grass on Highways & Drivers Texas
5506, Oiling of Roads & Drivers—Delivery and Spreading of Oil in Conjunction With the Spreading of Sand or Gravel by Oil Distributors National
5506, Street or Road Construction—All Operations & Drivers Texas
5506, Street or Road Construction—Paving or Repaving & Drivers National
5506, Street or Road—Roadside Mowing and Maintenance & Drivers Texas
5506, Street or Road—Traffic Lane Marker Installation & Drivers Texas
5507, Street or Road Construction—Subsurface Work & Drivers National
5508, Street or Road Construction—Rock Excavation & Drivers National
